    "Content-UUID","URL","Term","Definition","Data-Type","Unit-of-Measure","Category","Sector","Updated-Date"
"e806a976-1eba-43cf-b0e4-a537d4a541c1","https://bedes.lbl.gov/node/e806a976-1eba-43cf-b0e4-a537d4a541c1","Insulation Continuity","Insulation installation type.
","Constrained List","N/A","Global Terms","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"c2ce3a65-5b45-4888-a52b-68cbdd8f2337","https://bedes.lbl.gov/node/c2ce3a65-5b45-4888-a52b-68cbdd8f2337","Length","The longest dimension of an object. This can be used to define the length of any building component, such as ductwork or piping, or an opaque surface such as a wall or floor.
","Decimal","ft","Global Terms","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"f1f0585d-19da-47e1-824f-6e109fb136c8","https://bedes.lbl.gov/node/f1f0585d-19da-47e1-824f-6e109fb136c8","Location","Spatial location or installation location. This can apply to systems, opaque surfaces, etc.
","Constrained List","N/A","Global Terms","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"4e61bdf1-ceee-4c63-b8aa-1b451be9e388","https://bedes.lbl.gov/node/4e61bdf1-ceee-4c63-b8aa-1b451be9e388","Luminance","The photometric measure of the luminous intensity per unit area of light travelling in a given direction, expressed in candelas per square meter (cd/m2). 
","Decimal","cd/m2","Global Terms","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"12493dee-66ec-406e-bfe4-f1ca2529a142","https://bedes.lbl.gov/node/12493dee-66ec-406e-bfe4-f1ca2529a142","Make","Equipment identification indicating manufacturer and or high-level category of equipment
","String","N/A","Global Terms","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"b5eee59c-938f-4ad2-b987-4ec1b620f757","https://bedes.lbl.gov/node/b5eee59c-938f-4ad2-b987-4ec1b620f757","Manufacturer","Manufacturer of the product.
","String","N/A","Global Terms","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"77ad671a-e05f-4700-81aa-cc6d4c43a26a","https://bedes.lbl.gov/node/77ad671a-e05f-4700-81aa-cc6d4c43a26a","Model Number","Model or catalogue number that can be used to identify more detailed component or asset characteristics.
","String","N/A","Global Terms","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"544d716d-c094-42fe-95c6-07f0bf240881","https://bedes.lbl.gov/node/544d716d-c094-42fe-95c6-07f0bf240881","Notes","Brief note on additional information.
","String","N/A","Global Terms","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"25b148b0-fd4e-4aac-8a5d-01c69b79d49f","https://bedes.lbl.gov/node/25b148b0-fd4e-4aac-8a5d-01c69b79d49f","Offset","Distance from the edge of a surface to another surface or object. Offset can be used to help describe a building shape, as used in Commercial Asset Score Tool. It can also be used to describe the location of a window in a wall, where offset is used to describe the distance from the edge of al wall to the edge of a window frame
","Decimal","ft","Global Terms","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"b4c8f7e2-1ee6-45a8-9b07-f743e50c29dc","https://bedes.lbl.gov/node/b4c8f7e2-1ee6-45a8-9b07-f743e50c29dc","Output Resource Type","Resource or fuel produced by the system and used as energy on the premises. See Resource type for complete list of resources.
","Constrained List","N/A","Global Terms","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"152b49ce-84bb-4cc1-b53d-7c6fc916db93","https://bedes.lbl.gov/node/152b49ce-84bb-4cc1-b53d-7c6fc916db93","Percentage Of Total Area","Percent of a component to the total area of another component. This can be used to characterize the percentage of Conditioned Floor Area to Gross Floor Area, for example.
","Decimal","percent","Global Terms","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"d5b03888-eb54-4cf1-b94b-9331bb3c938b","https://bedes.lbl.gov/node/d5b03888-eb54-4cf1-b94b-9331bb3c938b","Percentage Of Total Floor Area Served","Portion of the total floor area within a defined zone that is being served by a system, piece, or set of equipment.
","Decimal","percent","Global Terms","Commercial, Residential, Multifamily","2019-12-10 10:39:41"
"1d4d8967-8e09-4990-87c8-1d9389a8df8a","https://bedes.lbl.gov/node/1d4d8967-8e09-4990-87c8-1d9389a8df8a","Percentage Of Total Installed Capacity","Percentage of maximum, peak or rated installed capacity of a system, piece, or set of equipment that is either available or being used.
","Decimal","percent","Global Terms","Commercial, Residential, Multifamily","2019-12-17 12:54:14"
"5500e473-1357-4674-8677-60c490aee209","https://bedes.lbl.gov/node/5500e473-1357-4674-8677-60c490aee209","Perimeter","Length of a line forming the boundary around the premises
","Decimal","ft","Global Terms","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"40627ae4-b6d5-455f-a7d0-b9a7d3c50e9e","https://bedes.lbl.gov/node/40627ae4-b6d5-455f-a7d0-b9a7d3c50e9e","Priority","Order of priority, for example: configuration of equipment, or priority of contact information.
","Constrained List","N/A","Global Terms","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"aebf37a3-692f-4129-a659-ddd8ebaed422","https://bedes.lbl.gov/node/aebf37a3-692f-4129-a659-ddd8ebaed422","Quantity","The number of specified units
","Integer","N/A","Global Terms","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"8ec6b0be-01d7-427d-b142-6529dccc8fd5","https://bedes.lbl.gov/node/8ec6b0be-01d7-427d-b142-6529dccc8fd5","Quantity Intensity","The number of entities per unit area. This can be used to represent load densities (e.g., People/ft2, Watts/ft2)
","Decimal","","Global Terms","Commercial, Residential, Multifamily","2019-12-12 10:46:32"
"907b3c8d-3d08-4ab8-b4db-edc3f32ec9a0","https://bedes.lbl.gov/node/907b3c8d-3d08-4ab8-b4db-edc3f32ec9a0","Quantity Of Units Per System","Number of units in each system. For instance, a photovoltaic system will have a number of modules per array. In an office, there might be a number of displays per workstation.
","Integer","n/a","Global Terms","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"c24d66cb-8f89-4dd6-8c3b-39542499a472","https://bedes.lbl.gov/node/c24d66cb-8f89-4dd6-8c3b-39542499a472","R Value","The R-value, also known as thermal insulance, is the temperature difference per unit heat flux, at steady state, between two defined surfaces of a material or construction that induces one unit of heat flux between the surfaces. The R-value is used for comparing insulating values of different materials, for the specific thickness of the material. The higher the R-value, the greater a material's insulating properties and the slower heat flows through it. The R-value does not include the interior and exterior air film coefficients. The R-value is the reciprocal of the U-factor.
","Decimal","hr-ft2-F/Btu","Global Terms","Commercial, Residential, Multifamily","2019-12-18 11:43:40"
"3c1cfe60-bb50-4f69-a7d9-0312a793ed13","https://bedes.lbl.gov/node/3c1cfe60-bb50-4f69-a7d9-0312a793ed13","R Value Per Unit Dimension","The R-value of a material, per inch of thickness.
","Decimal","hr-ft2-F/(Btu-in)","Global Terms","Commercial, Residential, Multifamily","2019-12-18 11:44:39"
"0df9886e-9826-475c-8589-4e103ba56b4c","https://bedes.lbl.gov/node/0df9886e-9826-475c-8589-4e103ba56b4c","Rated Lifetime","Rated life time of operation in number of years.
","Decimal","years","Global Terms","Commercial, Residential, Multifamily","2019-12-10 12:44:05"
"c0e7ef75-5f2c-4089-b842-6fe7169bad75","https://bedes.lbl.gov/node/c0e7ef75-5f2c-4089-b842-6fe7169bad75","Ratio of Melanopic to Standard Illuminance (M/P ratio)","M/P ratio - The melanopic ratio is the ratio of the melanopic response (of the cells in the eye that help control the circadian rhythms) to the visual response
","Decimal","N/A","Global Terms","","2019-11-26 17:28:02"
"86208e3e-352a-451d-b2c5-da725ca87693","https://bedes.lbl.gov/node/86208e3e-352a-451d-b2c5-da725ca87693","Sector Classification","The sector classification appropriate for the premises. Also, the sector-appropriate sizing for equipment.
","Constrained List","N/A","Global Terms","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"70b0882d-b70a-4b6e-be68-a4a0b2f5243f","https://bedes.lbl.gov/node/70b0882d-b70a-4b6e-be68-a4a0b2f5243f","Serial Number","A unique code assigned for identification of a single unit.
","String","N/A","Global Terms","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"8b83c881-e9a2-44d0-8046-5ebf608b7121","https://bedes.lbl.gov/node/8b83c881-e9a2-44d0-8046-5ebf608b7121","Solar Absorptance","The fraction of incident radiation in the solar spectrum that is absorbed by the material or surface. Value range: 0-1
","Decimal","N/A","Global Terms","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"19641859-7081-4495-b2ae-70330afbd8f9","https://bedes.lbl.gov/node/19641859-7081-4495-b2ae-70330afbd8f9","Spacing","Dimension of the distance between two components. Examples include: Framing spacin--the dimension from centerline to centerline of a surface framing material; Window spacing--the dimension between windows in a discrete window layout.
","Decimal","ft","Global Terms","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"bd48375a-d3dc-4dad-a83a-8cdb8ab08b54","https://bedes.lbl.gov/node/bd48375a-d3dc-4dad-a83a-8cdb8ab08b54","Specific Heat","Ratio of the quantity of heat required to raise the temperature of a given mass of any substance one degree to the quantity required to raise the temperature of an equal mass of a standard substance one degree (usually water at 59¡F (15¡C)
","Decimal","Btu/(lb-F)","Global Terms","Commercial, Residential, Multifamily","2019-12-17 12:34:53"
"63fe4d28-ea8c-4eb4-ac6d-6b61846d6049","https://bedes.lbl.gov/node/63fe4d28-ea8c-4eb4-ac6d-6b61846d6049","Surface Roughness","A description of the roughness of the exposed surface of a material. This property is used to approximate the effect of the surface condition on the convection of air across the surface. In energy simulation models, it is used to help determine the convection coefficients for a surface.
","Constrained List","N/A","Global Terms","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"58d1c79f-56c8-4467-bbb7-f94d0a447500","https://bedes.lbl.gov/node/58d1c79f-56c8-4467-bbb7-f94d0a447500","Thermal Absorptance","The fraction of incident long wavelength infrared radiation that is absorbed by the material or surface. For opaque materials the thermal absorptance value will equal the value of thermal emittance. Value range: 0-1
","Decimal","N/A","Global Terms","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"a31f9032-8d37-494e-804a-4df0ef107e6d","https://bedes.lbl.gov/node/a31f9032-8d37-494e-804a-4df0ef107e6d","Thermal Conductance","A measure of a material's ability to conduct heat, defined as the heat flux through the material induced by a unit temperature difference between the surfaces of the material.
","Decimal","Btu/(hr-F)","Global Terms","Commercial, Residential, Multifamily","2019-12-18 11:47:13"
"3fac01cd-e755-4118-b03a-2f63ac6cbd0f","https://bedes.lbl.gov/node/3fac01cd-e755-4118-b03a-2f63ac6cbd0f","Thermal Conductivity","A measure of a material's ability to conduct heat, defined as the amount of heat transferred per unit time, given a unit area of the material and a unit temperature gradient through the thickness of the material.
","Decimal","Btu/(hr-ft-F)","Global Terms","Commercial, Residential, Multifamily","2019-12-18 11:46:32"
"31a911ea-321d-46f8-af8b-a937c90790bc","https://bedes.lbl.gov/node/31a911ea-321d-46f8-af8b-a937c90790bc","Thermal Zone Layout","Type of zoning used for space conditioning
","Constrained List","N/A","Global Terms","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"4968ad2d-f183-4979-b494-8a26a6bb065a","https://bedes.lbl.gov/node/4968ad2d-f183-4979-b494-8a26a6bb065a","Thickness","Dimension of the thickness of a component. Can be used to define overhang thickness, in addition to overhang depth and width.
","Decimal","ft","Global Terms","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"0be8fdc2-865d-40f0-9edf-ed5a01603b45","https://bedes.lbl.gov/node/0be8fdc2-865d-40f0-9edf-ed5a01603b45","Tilt Angle","The angle from a horizontal surface; can be applied to an opaque surface, a fenestration unit, a solar panel, etc.
","Decimal","deg","Global Terms","Commercial, Residential, Multifamily","2019-12-10 10:26:44"
"d0d9d2cf-b10f-473c-b897-73c971fe4faf","https://bedes.lbl.gov/node/d0d9d2cf-b10f-473c-b897-73c971fe4faf","Tilt Description","A descriptive value for tilt, when an exact numeric angle is not known.
","Constrained List","N/A","Global Terms","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"00d16944-afa5-47c6-933f-2a35c0359d49","https://bedes.lbl.gov/node/00d16944-afa5-47c6-933f-2a35c0359d49","U Factor","The U-factor, also known as thermal transmittance, is the overall heat transfer coefficient through a particular body or assembly, including its boundary films. Note that the U-factor for a construction assembly, including fenestration, includes the interior and exterior film coefficients (the boundary films referenced above). For characterization of fenestration products, the U-factor is calculated for the whole product, including the effect of the frame (center of glass, edge of glass, frame). The U-factor is the reciprocal of the R-value.
","Decimal","Btu/(hr-ft2-F)","Global Terms","Commercial, Residential, Multifamily","2019-12-18 11:45:32"
"de842487-26fc-4e5f-975e-247023bf94f1","https://bedes.lbl.gov/node/de842487-26fc-4e5f-975e-247023bf94f1","Useful Life","The expected remaining service life of a component.
","Decimal","years","Global Terms","Commercial, Residential, Multifamily","2019-12-06 11:31:27"
"da999cb7-348a-461f-aa5f-b1c37857be79","https://bedes.lbl.gov/node/da999cb7-348a-461f-aa5f-b1c37857be79","Value","Generic holder for numeric value characterized by atomic qualifiers
","Decimal","","Global Terms","Commercial, Residential, Multifamily","2019-12-12 10:47:06"
"463ef5dc-cb3c-4d35-9629-a76ba0276a24","https://bedes.lbl.gov/node/463ef5dc-cb3c-4d35-9629-a76ba0276a24","Visible Absorptance","The fraction of incident visible wavelength radiation that is absorbed by the material or surface. Value range: 0-1
","Decimal","N/A","Global Terms","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"8bc1803e-c367-428f-ad82-71fdc92b5295","https://bedes.lbl.gov/node/8bc1803e-c367-428f-ad82-71fdc92b5295","Volume","The space inside the boundary of a 3 dimensional shape
","Decimal","ft3","Global Terms","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"18c207eb-7226-4c07-bf72-2fc7b42c9183","https://bedes.lbl.gov/node/18c207eb-7226-4c07-bf72-2fc7b42c9183","Warranty Duration","The time duration of a warranty for the component
","Decimal","months","Global Terms","Commercial, Residential, Multifamily","2019-12-06 11:32:47"
"b5c17cbe-eb72-490d-9c17-861c5ab20ac5","https://bedes.lbl.gov/node/b5c17cbe-eb72-490d-9c17-861c5ab20ac5","Width","The dimension of an object from one side to the other. This can be used to define the width of any building component, such as the width of a photovoltaic panel or a window. In relation to length, width can be the dimension perpendicular to the length.
","Decimal","ft","Global Terms","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
