    "Content-UUID","URL","List-Option","List-Option-Definition","Unit-of-Measure","Related-Term","Related-Term-UUID","Sector","Updated-Date"
"146b15f2-cafb-4a5a-b4d6-8fabb76cb101","https://bedes.lbl.gov/node/146b15f2-cafb-4a5a-b4d6-8fabb76cb101","FM","Federated States of Micronesia","N/A","State","9a8423a7-0729-4eca-b6b4-4ec39a1f4a5b","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"f3150aae-a6a3-4aeb-8a57-1423c1558ec6","https://bedes.lbl.gov/node/f3150aae-a6a3-4aeb-8a57-1423c1558ec6","Foam","Open or closed cell foam, or EPDM rubber","N/A","Weatherstrip Description","d0dc1cd6-e818-4539-9686-2fe3ea0d5922","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"066ff18a-f4f3-4091-a2fa-a9b792ca7f34","https://bedes.lbl.gov/node/066ff18a-f4f3-4091-a2fa-a9b792ca7f34","Foil backed material","","N/A","Radiant Barrier","5cb6066d-5de5-449f-ad6a-6bb51af01e9d","Commercial, Residential, Multifamily","2019-11-26 17:07:16"
"41ba9c84-eed7-4cda-a018-0d73d5ae8bcc","https://bedes.lbl.gov/node/41ba9c84-eed7-4cda-a018-0d73d5ae8bcc","Food and food scraps","Food and food scraps","n/a","Waste Material","4573bd4c-2c97-4719-a3b7-add73e73e6c1","","2019-11-26 17:24:58"
"d90bf8e4-3a6f-4780-8433-3e3d51bb6f33","https://bedes.lbl.gov/node/d90bf8e4-3a6f-4780-8433-3e3d51bb6f33","Food sales","Premises that primarily sells food products and services but may sell other non-food items related to groceries.","N/A","Occupancy Classification","c96589bd-0dfc-47a4-b040-11dba49d2ebd","Commercial","2019-11-26 17:07:14"
"f6b1d818-1402-4f6d-b0f9-13e04918a37e","https://bedes.lbl.gov/node/f6b1d818-1402-4f6d-b0f9-13e04918a37e","Food sales grocery store","Supermarkets, grocery stores, gourmet food stores, and food super stores that sell a general line of food as well as general new merchandise.","N/A","Occupancy Classification","c96589bd-0dfc-47a4-b040-11dba49d2ebd","Commercial","2019-11-26 17:07:16"
"5c93867e-5ef9-479f-b988-da33c32b0300","https://bedes.lbl.gov/node/5c93867e-5ef9-479f-b988-da33c32b0300","Food service","Any premises serving food.","N/A","Occupancy Classification","c96589bd-0dfc-47a4-b040-11dba49d2ebd","Commercial","2019-11-26 17:07:16"
"f59cc589-a7a5-41cf-90f3-2bd2ea35fb11","https://bedes.lbl.gov/node/f59cc589-a7a5-41cf-90f3-2bd2ea35fb11","Food service fast","Fast food service premises including pizza delivery and take-out shops, take-out eating places, fast-food restaurants, and takeout sandwich shops.","N/A","Occupancy Classification","c96589bd-0dfc-47a4-b040-11dba49d2ebd","Commercial","2019-11-26 17:07:14"
"f0b65b15-c7e5-4d6b-a6bc-4ebcc86526b9","https://bedes.lbl.gov/node/f0b65b15-c7e5-4d6b-a6bc-4ebcc86526b9","Food service full","Food service premises which include full waiter/waitress service including diner, family restaurant, fine dining, pizza parlor, pizzeria, dinner theater, and steakhouse. The order is taken while the patron is seated. Patrons pay after they consume their selections.","N/A","Occupancy Classification","c96589bd-0dfc-47a4-b040-11dba49d2ebd","Commercial","2019-11-26 17:07:16"
"d619f853-99f1-45f0-9958-348dd110a54d","https://bedes.lbl.gov/node/d619f853-99f1-45f0-9958-348dd110a54d","Food service institutional","An establishment other than full-service or limited-service that serves food, either to the general public or to a select group of individuals. Includes hospitals, school cafeterias, and military kitchens.","N/A","Occupancy Classification","c96589bd-0dfc-47a4-b040-11dba49d2ebd","Commercial","2019-11-26 17:07:16"
"a9d7f534-2498-4ea6-8ebc-3e1c1430bff6","https://bedes.lbl.gov/node/a9d7f534-2498-4ea6-8ebc-3e1c1430bff6","Food service limited","Establishments typically without waiter/waitress service in which patrons generally order or select items and pay before consuming. Food and drink may be consumed on premises, taken out, or delivered. Examples are: coffee shop, cafe, deli, bakery, bar, and pub.","N/A","Occupancy Classification","c96589bd-0dfc-47a4-b040-11dba49d2ebd","Commercial","2019-11-26 17:07:14"
"6e428fee-7919-47d9-adf7-6648271f2329","https://bedes.lbl.gov/node/6e428fee-7919-47d9-adf7-6648271f2329","Footprint","The total horizontal area of the vertical span of the premises.","N/A","Floor Area Qualifier","468fbd28-7043-45fb-8287-9e4ee2efbe6d","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"5b11e9bb-4099-4893-8f69-b4e96d32775d","https://bedes.lbl.gov/node/5b11e9bb-4099-4893-8f69-b4e96d32775d","For profit organization","An organization seeking profit from business services owns the premises.","N/A","Ownership","24bd82d8-839c-4442-a939-457fae1d207d","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"086e991f-c325-4049-af53-89f4e5dd07c1","https://bedes.lbl.gov/node/086e991f-c325-4049-af53-89f4e5dd07c1","For profit organization","Occupants are employees of an organization seeking profit from business services.","N/A","Occupant Type","9990e638-f884-446b-9218-c5855a7e7955","Commercial","2019-11-26 17:07:16"
"02bd74a4-b2a8-4d0a-a7b3-924d907db4b5","https://bedes.lbl.gov/node/02bd74a4-b2a8-4d0a-a7b3-924d907db4b5","Ford","Commonly used street suffix or abbreviations: Frd","N/A","Street Name Post Type","0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"57357475-5370-4013-8f2d-5af0d0f5af06","https://bedes.lbl.gov/node/57357475-5370-4013-8f2d-5af0d0f5af06","Fords","Commonly used street suffix or abbreviations: Frds","N/A","Street Name Post Type","0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"83a8a0f5-a0c6-448e-9fcb-0c81c58f18cd","https://bedes.lbl.gov/node/83a8a0f5-a0c6-448e-9fcb-0c81c58f18cd","Foreclosure","","N/A","Charged Off Reason","93d4df39-6fd9-4499-b8e5-2067d8cc50dd","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"610275f2-97c5-4989-807a-d6453048c92e","https://bedes.lbl.gov/node/610275f2-97c5-4989-807a-d6453048c92e","Forest","Commonly used street suffix or abbreviations: Forests, Frst","N/A","Street Name Post Type","0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"164b1c81-38ad-4cae-9899-82d0559fd90b","https://bedes.lbl.gov/node/164b1c81-38ad-4cae-9899-82d0559fd90b","Forge","Commonly used street suffix or abbreviations: Forg, Frg","N/A","Street Name Post Type","0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"a2133eb0-cd4a-4d78-82da-bb43036a45fa","https://bedes.lbl.gov/node/a2133eb0-cd4a-4d78-82da-bb43036a45fa","Forges","Commonly used street suffix or abbreviations: Frgs","N/A","Street Name Post Type","0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"bb7cfd4e-68fe-4b61-9aa7-e5086d0c9525","https://bedes.lbl.gov/node/bb7cfd4e-68fe-4b61-9aa7-e5086d0c9525","Fork","Commonly used street suffix or abbreviations: Frk","N/A","Street Name Post Type","0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"c7b9e894-3b32-4004-9c0f-2c8574989b8c","https://bedes.lbl.gov/node/c7b9e894-3b32-4004-9c0f-2c8574989b8c","Forks","Commonly used street suffix or abbreviations: Frks","N/A","Street Name Post Type","0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"f7a39367-5e15-4adb-ba75-47cb18f427ec","https://bedes.lbl.gov/node/f7a39367-5e15-4adb-ba75-47cb18f427ec","Fort","Commonly used street suffix or abbreviations: Frt, Ft","N/A","Street Name Post Type","0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"a4dea639-9853-45ca-bb6e-81f85ec6d1e3","https://bedes.lbl.gov/node/a4dea639-9853-45ca-bb6e-81f85ec6d1e3","Forward","","N/A","Current Flow Direction","3b202264-2f5c-42b2-b820-5486fa04f76d","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"6430e74d-b722-4507-90c1-94ea92947a7c","https://bedes.lbl.gov/node/6430e74d-b722-4507-90c1-94ea92947a7c","Foundation wall","A construction element that supports the structure of the premises. In general it is made of masonry or concrete.","N/A","Opaque Surface","686035b9-341d-490b-ad08-b5c192b701b1","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"eccc0b22-afcb-45ee-8ce3-752391b81ef3","https://bedes.lbl.gov/node/eccc0b22-afcb-45ee-8ce3-752391b81ef3","Fountain","","N/A","Water Feature Type","19ecb80b-d85b-461a-9748-dc01fb138305","Commercial, Residential, Multifamily","2019-11-26 17:19:17"
"cb2f5daa-c2a8-4b83-aef3-10621288f8c5","https://bedes.lbl.gov/node/cb2f5daa-c2a8-4b83-aef3-10621288f8c5","Four Star","Level of NGBS Land Development","N/A","Assessment Level","3690b215-2550-4f3a-91f3-8714b0ef242d","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"0113c92b-4916-4371-adad-58a20fa2aa32","https://bedes.lbl.gov/node/0113c92b-4916-4371-adad-58a20fa2aa32","Fourth fifth","Fourth fifth, or the income between 60% and 80% of the population income distribution.","N/A","Occupant Income Range","93c2f048-f9c8-4a40-9d0b-bd301033cf15","Residential, Multifamily","2019-11-26 17:19:17"
"7afdb211-9af3-478b-9793-8124152214ae","https://bedes.lbl.gov/node/7afdb211-9af3-478b-9793-8124152214ae","Framing","The material used to create the structural integrity in an opaque surface. In many cases the framing material is not continuous across the construction.","N/A","Material Qualifier","ffc0bb04-9871-441c-83ef-37954d8c0cef","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"b754f989-5f76-4e01-b7ae-2f4ecac6c5c0","https://bedes.lbl.gov/node/b754f989-5f76-4e01-b7ae-2f4ecac6c5c0","Franchise","","N/A","Ownership","24bd82d8-839c-4442-a939-457fae1d207d","Commercial","2019-11-26 17:07:16"
"7cf756d3-e43e-4d5c-b035-6a7453611851","https://bedes.lbl.gov/node/7cf756d3-e43e-4d5c-b035-6a7453611851","FRCC","FRCC All / Eastern Power Grid","N/A","eGRID Region Code","1c03bd87-9df9-42e9-abf6-f16e2e3b3092","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"cb4fc232-530b-40ef-a20a-2d1dc51ae9c3","https://bedes.lbl.gov/node/cb4fc232-530b-40ef-a20a-2d1dc51ae9c3","Freeway","Commonly used street suffix or abbreviations: Freewy, Frway, Frwy, Fwy","N/A","Street Name Post Type","0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"e47a2956-4deb-4ab8-a4a1-6502bebcbed0","https://bedes.lbl.gov/node/e47a2956-4deb-4ab8-a4a1-6502bebcbed0","Freezer","A cabinet designed as a unit for the freezing and storage of food at temperatures of 0 ¡F (-17.8 ¡C) or below, with the condensing unit and compressor built into the cabinet.","N/A","Refrigeration Type","8c39ee1e-4f69-45c9-a6f6-1e5e2b4eb796","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"d7aabb10-de3b-43e3-98c2-d56fa73d682e","https://bedes.lbl.gov/node/d7aabb10-de3b-43e3-98c2-d56fa73d682e","Freight","Freight is goods packaged in bulk for long-distance travel.","N/A","Conveyance Load Type","38c6fe22-97d6-4316-b084-17077177fffa","Commercial","2019-11-26 17:07:16"
"d420f5eb-54f8-4a4f-8d5e-63890090109e","https://bedes.lbl.gov/node/d420f5eb-54f8-4a4f-8d5e-63890090109e","Frequency","Hz","n/a","Power Metric","a822fb91-96bd-42b5-bc5d-e8f1548dab22","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"2a4de714-84dc-4839-a200-12947a365a2c","https://bedes.lbl.gov/node/2a4de714-84dc-4839-a200-12947a365a2c","Friday","Friday is the fifth weekday following Thursday and preceding Saturday.","N/A","Schedule Day","2379417d-0ab6-4185-8a4b-d4af18922b7e","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"5e71c6a4-0ab3-4a02-a57b-3c2f87b1a9ca","https://bedes.lbl.gov/node/5e71c6a4-0ab3-4a02-a57b-3c2f87b1a9ca","Fritted","The fenestration glass type has a fritted (finely porous through which gas or liquid may pass) coating","N/A","Glazing Diffusing Description","6c5145b0-5bee-4b2e-b598-89e793430e57","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"33f87b3c-9463-4b14-a44a-cd10ecd08f29","https://bedes.lbl.gov/node/33f87b3c-9463-4b14-a44a-cd10ecd08f29","Front","Load laundry from the front of the machine.","N/A","Laundry Configuration","3caa8a62-6123-467f-b6cc-fcd086b4eee8","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"b476095a-6864-49e0-9caa-a5313b60e09a","https://bedes.lbl.gov/node/b476095a-6864-49e0-9caa-a5313b60e09a","Front","Common unit abbreviation: Frnt","N/A","Subaddress Type","aeae978b-c81e-4318-b6af-8ac8da74dd51","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"d0e6f055-e1d7-47ea-ad4e-58e8104c10e5","https://bedes.lbl.gov/node/d0e6f055-e1d7-47ea-ad4e-58e8104c10e5","Frost free","Frost free or a self-defrost freezer cycles off/on automatically to effect a discharge of ice and keeps the interior frost free.","N/A","Equipment Features","e685357f-c699-4319-8779-1ea4896737af","Commercial","2019-11-26 17:07:16"
"25523348-772c-46b4-8d81-22e5ebcc4c19","https://bedes.lbl.gov/node/25523348-772c-46b4-8d81-22e5ebcc4c19","Fry top griddle","A multi-purpose appliance used for surface cooking by direct contact with a heated plate, and may also function as a device for roasting, broiling, grilling or any combination of these methods. A fry-top range may have an oven located beneath the cooktop or shelving or may be mounted on top of a refrigerated base.","N/A","Cooking Appliance Type","bb5860f0-501b-4091-a36c-753017935719","Commercial, Residential, Multifamily","2019-11-26 17:19:17"
"f76eaaba-1e5d-4d00-9e85-4a9f2ca39d25","https://bedes.lbl.gov/node/f76eaaba-1e5d-4d00-9e85-4a9f2ca39d25","ft","feet","","Unit Of Measure","10645e3b-270a-4251-8153-36017540d539","Commercial, Residential, Multifamily","2019-11-26 17:19:17"
"1a85046c-2934-46c1-997b-2ebf381ac9b5","https://bedes.lbl.gov/node/1a85046c-2934-46c1-997b-2ebf381ac9b5","ft-lbf/hr","foot-pounds force per hour","","Unit Of Measure","10645e3b-270a-4251-8153-36017540d539","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"68557e0d-0163-4009-b55b-d76c394015bb","https://bedes.lbl.gov/node/68557e0d-0163-4009-b55b-d76c394015bb","ft-lbf/min","foot-pounds force per minute","","Unit Of Measure","10645e3b-270a-4251-8153-36017540d539","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"4f8e2acb-f587-4646-88ce-0f664302e208","https://bedes.lbl.gov/node/4f8e2acb-f587-4646-88ce-0f664302e208","ft/s","feet per second","","Unit Of Measure","10645e3b-270a-4251-8153-36017540d539","","2019-11-26 17:24:58"
"67de65c2-73e7-48ed-90f0-9b009fd524be","https://bedes.lbl.gov/node/67de65c2-73e7-48ed-90f0-9b009fd524be","ft2","square feet","","Unit Of Measure","10645e3b-270a-4251-8153-36017540d539","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"0326b93e-f272-4e80-bb20-c7604bc1e0e0","https://bedes.lbl.gov/node/0326b93e-f272-4e80-bb20-c7604bc1e0e0","ft3","cubic feet","","Unit Of Measure","10645e3b-270a-4251-8153-36017540d539","Commercial, Residential, Multifamily","2019-11-26 17:19:17"
"54da4528-e507-4037-a788-1e645c29aefa","https://bedes.lbl.gov/node/54da4528-e507-4037-a788-1e645c29aefa","ft3/(kBtu/cycle)","cubic feet per thousand British thermal units per cycle","","Unit Of Measure","10645e3b-270a-4251-8153-36017540d539","Commercial, Residential, Multifamily","2019-11-26 17:19:17"
"d4c5e0b1-7879-4f8a-ba4b-a9cdf8914ddf","https://bedes.lbl.gov/node/d4c5e0b1-7879-4f8a-ba4b-a9cdf8914ddf","Fuel cell","A single fuel cell consists of an electrolyte sandwiched between two electrodes. Bipolar plates on either side of the cell help distribute gases and serve as current collectors. Depending on the application, a fuel cell stack may contain a few to hundreds of individual fuel cells layered together. This ""scalability"" makes fuel cells ideal for a wide variety of applications, such as stationary power stations, portable devices, and transportation.","N/A","Energy Generation Technology","d3107e23-f59e-452e-aaae-b7a43ff286d0","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"7005daf6-c6d3-43df-a191-db7ea936035b","https://bedes.lbl.gov/node/7005daf6-c6d3-43df-a191-db7ea936035b","Fuel oil","","N/A","Resource","ecaea4e4-495f-40c0-985a-de04a668c3bd","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"c0f1a9ed-abcf-4652-a5d8-4be44c69eff0","https://bedes.lbl.gov/node/c0f1a9ed-abcf-4652-a5d8-4be44c69eff0","Fuel oil no 1","","N/A","Resource","ecaea4e4-495f-40c0-985a-de04a668c3bd","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"af67e5d9-7203-4cb3-b9d5-472d429237e5","https://bedes.lbl.gov/node/af67e5d9-7203-4cb3-b9d5-472d429237e5","Fuel oil no 2","","N/A","Resource","ecaea4e4-495f-40c0-985a-de04a668c3bd","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"ff62bdfd-05d9-4566-bd04-acdfd762fd45","https://bedes.lbl.gov/node/ff62bdfd-05d9-4566-bd04-acdfd762fd45","Fuel oil no 4","","N/A","Resource","ecaea4e4-495f-40c0-985a-de04a668c3bd","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"9ae4cbdd-a465-4e15-9289-c4a5908d1d68","https://bedes.lbl.gov/node/9ae4cbdd-a465-4e15-9289-c4a5908d1d68","Fuel oil no 5 and no 6","","N/A","Resource","ecaea4e4-495f-40c0-985a-de04a668c3bd","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"95ee9512-7d56-4d09-a8f8-b371d533d890","https://bedes.lbl.gov/node/95ee9512-7d56-4d09-a8f8-b371d533d890","Full Load","Equipment capacity as measured at full load","N/A","Capacity Qualifier","9b368a3c-9548-477b-98d8-56aeb270a43e","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"f48ff428-f033-4985-900f-0cebae805d92","https://bedes.lbl.gov/node/f48ff428-f033-4985-900f-0cebae805d92","Full load amps","Current draw of motor at full capacity.","n/a","Motor Characteristic","3f36b3cc-0b02-47bf-9017-fa4d3feb221d","Commercial, Multifamily","2019-11-26 17:07:14"
"28ed9e40-df7f-45c4-ba39-3e8527e7fecf","https://bedes.lbl.gov/node/28ed9e40-df7f-45c4-ba39-3e8527e7fecf","Full network connectivity","The ability of an Endpoint Device to maintain network presence while in Sleep Mode or another low power mode (LPM) of equal or lower power consumption and intelligently wake when further processing is required (including occasional processing required to maintain network presence). Presence of the Endpoint Device, its network services and applications is maintained even though the Endpoint Device is in a LPM. From the vantage point of the network, an End Point Device with full network connectivity that is in LPM is functionally equivalent to an idle End Point Device with respect to common applications and usage models. Full network connectivity in LPM is not limited to a specific set of protocols but can cover applications installed after initial installation. Also referred to as Ònetwork proxyÓ functionality and as described in the Ecma-393 standard. a) Network Proxy - Base Capability: To maintain addresses and presence on the network while in LPM, the system handles IPv4 ARP and IPv6 NS/ND. b) Network Proxy - Full Capability: While in LPM, the system supports Base Capability, c) Network Proxy - Remote Wake: While in LPM, the system is capable of remotely waking upon request from outside the local network. Includes Base Capability. d) Network Proxy - Service Discovery/Name Services: While in LPM, the system allows for advertising host services and network name. Includes Base Capability.","N/A","Network Shipment","7cdd50b0-1c6d-4926-8bc5-6d2951647dd4","Commercial","2019-11-26 17:07:16"
